    0.000000  0.10000000E+001  0.00000000E+000  0.00000000E+000
    0.000000  0.99999999E+000  0.59987626E-006  0.19964824E-006
    0.000000  0.99999996E+000  0.11990103E-005  0.39859294E-006
    0.000000  0.99999991E+000  0.17966609E-005  0.59683412E-006
    0.000000  0.99999983E+000  0.23920886E-005  0.79437178E-006
    0.000000  0.99999974E+000  0.29845566E-005  0.99120590E-006
    0.000000  0.99999962E+000  0.35733320E-005  0.11873365E-005
    0.000000  0.99999949E+000  0.41576863E-005  0.13827636E-005
    0.000000  0.99999933E+000  0.47368965E-005  0.15774871E-005
    0.000000  0.99999915E+000  0.53102460E-005  0.17715071E-005
    0.000000  0.99999896E+000  0.58770253E-005  0.19648236E-005
    0.000000  0.99999874E+000  0.64365333E-005  0.21574366E-005
    0.000000  0.99999850E+000  0.69880777E-005  0.23493460E-005
    0.000000  0.99999825E+000  0.75309760E-005  0.25405519E-005
    0.000000  0.99999797E+000  0.80645567E-005  0.27310543E-005
    0.000000  0.99999768E+000  0.85881595E-005  0.29208531E-005
    0.000000  0.99999737E+000  0.91011365E-005  0.31099484E-005
    0.000000  0.99999704E+000  0.96028532E-005  0.32983402E-005
    0.000000  0.99999669E+000  0.10092689E-004  0.34860285E-005
    0.000000  0.99999633E+000  0.10570037E-004  0.36730132E-005
    0.000000  0.99999595E+000  0.11034308E-004  0.38592944E-005
    0.000000  0.99999555E+000  0.11484926E-004  0.40448721E-005
    0.000000  0.99999514E+000  0.11921334E-004  0.42297462E-005
    0.000000  0.99999472E+000  0.12342993E-004  0.44139168E-005
    0.000000  0.99999427E+000  0.12749381E-004  0.45973839E-005
    0.000000  0.99999382E+000  0.13139994E-004  0.47801475E-005
    0.000000  0.99999335E+000  0.13514350E-004  0.49622075E-005
    0.000000  0.99999287E+000  0.13871985E-004  0.51435640E-005
    0.000000  0.99999237E+000  0.14212457E-004  0.53242170E-005
    0.000000  0.99999187E+000  0.14535345E-004  0.55041665E-005
    0.000000  0.99999135E+000  0.14840249E-004  0.56834124E-005
    0.000000  0.99999082E+000  0.15126791E-004  0.58619548E-005
    0.000000  0.99999029E+000  0.15394618E-004  0.60397937E-005
    0.000000  0.99998974E+000  0.15643398E-004  0.62169290E-005
    0.000000  0.99998919E+000  0.15872823E-004  0.63933608E-005
    0.000000  0.99998863E+000  0.16082610E-004  0.65690891E-005
    0.000000  0.99998806E+000  0.16272498E-004  0.67441139E-005
    0.000000  0.99998748E+000  0.16442253E-004  0.69184351E-005
    0.000000  0.99998690E+000  0.16591665E-004  0.70920528E-005
    0.000000  0.99998631E+000  0.16720549E-004  0.72649669E-005
    0.000000  0.99998572E+000  0.16828745E-004  0.74371776E-005
    0.000000  0.99998513E+000  0.16916120E-004  0.76086847E-005
    0.000000  0.99998453E+000  0.16982566E-004  0.77794883E-005
    0.000000  0.99998394E+000  0.17027999E-004  0.79495884E-005
    0.000000  0.99998334E+000  0.17052365E-004  0.81189849E-005
    0.000000  0.99998274E+000  0.17055633E-004  0.82876779E-005
    0.000000  0.99998214E+000  0.17037799E-004  0.84556674E-005
    0.000000  0.99998154E+000  0.16998884E-004  0.86229533E-005
    0.000000  0.99998094E+000  0.16938938E-004  0.87895357E-005
    0.000000  0.99998035E+000  0.16858034E-004  0.89554146E-005
    0.000000  0.99997975E+000  0.16756272E-004  0.91205900E-005
    0.000000  0.99997917E+000  0.16633779E-004  0.92850618E-005
    0.000000  0.99997858E+000  0.16490705E-004  0.94488301E-005
    0.000000  0.99997801E+000  0.16327228E-004  0.96118949E-005
    0.000000  0.99997744E+000  0.16143551E-004  0.97742562E-005
    0.000000  0.99997687E+000  0.15939900E-004  0.99359139E-005
    0.000000  0.99997632E+000  0.15716527E-004  0.10096868E-004
    0.000000  0.99997577E+000  0.15473709E-004  0.10257119E-004
    0.000000  0.99997523E+000  0.15211745E-004  0.10416666E-004
    0.000000  0.99997470E+000  0.14930962E-004  0.10575510E-004
    0.000000  0.99997418E+000  0.14631704E-004  0.10733650E-004
    0.000000  0.99997367E+000  0.14314344E-004  0.10891086E-004
    0.000000  0.99997317E+000  0.13979273E-004  0.11047819E-004
    0.000000  0.99997268E+000  0.13626907E-004  0.11203849E-004
    0.000000  0.99997221E+000  0.13257680E-004  0.11359175E-004
    0.000000  0.99997175E+000  0.12872051E-004  0.11513797E-004
    0.000000  0.99997131E+000  0.12470495E-004  0.11667716E-004
    0.000000  0.99997087E+000  0.12053511E-004  0.11820931E-004
    0.000000  0.99997046E+000  0.11621613E-004  0.11973443E-004
    0.000000  0.99997006E+000  0.11175336E-004  0.12125252E-004
    0.000000  0.99996967E+000  0.10715232E-004  0.12276356E-004
    0.000000  0.99996930E+000  0.10241871E-004  0.12426758E-004
    0.000000  0.99996895E+000  0.97558387E-005  0.12576455E-004
    0.000000  0.99996862E+000  0.92577356E-005  0.12725450E-004
    0.000000  0.99996830E+000  0.87481784E-005  0.12873740E-004
    0.000000  0.99996800E+000  0.82277974E-005  0.13021327E-004
    0.000000  0.99996772E+000  0.76972366E-005  0.13168211E-004
    0.000000  0.99996746E+000  0.71571524E-005  0.13314391E-004
