Euler Method. # steps = 10000000, dt =  1.00000E-07, zip = 10000
# total execution time =     11.005 sec
# steps =   10000000, dt =   1.0000E-07, zip =      10000
    0.000000  0.15000000E+001 -0.50000000E+000  0.00000000E+000
    0.001000  0.15007077E+001 -0.50069834E+000  0.67751604E-004
    0.002000  0.15014175E+001 -0.50139443E+000  0.13591860E-003
    0.003000  0.15021294E+001 -0.50208823E+000  0.20450234E-003
    0.004000  0.15028435E+001 -0.50277973E+000  0.27350418E-003
    0.005000  0.15035597E+001 -0.50346891E+000  0.34292544E-003
    0.006000  0.15042780E+001 -0.50415576E+000  0.41276756E-003
    0.007000  0.15049984E+001 -0.50484023E+000  0.48303379E-003
    0.008000  0.15057210E+001 -0.50552232E+000  0.55372613E-003
    0.009000  0.15064458E+001 -0.50620199E+000  0.62484587E-003
    0.010000  0.15071727E+001 -0.50687924E+000  0.69639430E-003
    0.011000  0.15079018E+001 -0.50755404E+000  0.76837268E-003
    0.012000  0.15086330E+001 -0.50822636E+000  0.84078224E-003
    0.013000  0.15093664E+001 -0.50889620E+000  0.91362421E-003
    0.014000  0.15101020E+001 -0.50956354E+000  0.98689979E-003
    0.015000  0.15108397E+001 -0.51022834E+000  0.10606102E-002
    0.016000  0.15115795E+001 -0.51089061E+000  0.11347565E-002
    0.017000  0.15123216E+001 -0.51155031E+000  0.12093399E-002
    0.018000  0.15130658E+001 -0.51220742E+000  0.12843615E-002
    0.019000  0.15138122E+001 -0.51286193E+000  0.13598223E-002
    0.020000  0.15145607E+001 -0.51351382E+000  0.14357235E-002
    0.021000  0.15153114E+001 -0.51416306E+000  0.15120661E-002
    0.022000  0.15160643E+001 -0.51480964E+000  0.15888511E-002
    0.023000  0.15168193E+001 -0.51545354E+000  0.16660794E-002
    0.024000  0.15175766E+001 -0.51609474E+000  0.17437524E-002
    0.025000  0.15183360E+001 -0.51673320E+000  0.18218738E-002
    0.026000  0.15190975E+001 -0.51736890E+000  0.19004457E-002
    0.027000  0.15198613E+001 -0.51800181E+000  0.19794691E-002
    0.028000  0.15206272E+001 -0.51863193E+000  0.20589448E-002
    0.029000  0.15213953E+001 -0.51925922E+000  0.21388737E-002
    0.030000  0.15221656E+001 -0.51988367E+000  0.22192566E-002
    0.031000  0.15229381E+001 -0.52050526E+000  0.23000943E-002
    0.032000  0.15237127E+001 -0.52112397E+000  0.23813877E-002
    0.033000  0.15244896E+001 -0.52173978E+000  0.24631374E-002
    0.034000  0.15252685E+001 -0.52235266E+000  0.25453441E-002
    0.035000  0.15260497E+001 -0.52296260E+000  0.26280085E-002
    0.036000  0.15268330E+001 -0.52356958E+000  0.27111314E-002
    0.037000  0.15276185E+001 -0.52417358E+000  0.27947132E-002
    0.038000  0.15284061E+001 -0.52477457E+000  0.28787545E-002
    0.039000  0.15291959E+001 -0.52537255E+000  0.29632563E-002
    0.040000  0.15299878E+001 -0.52596752E+000  0.30482202E-002
    0.041000  0.15307819E+001 -0.52655947E+000  0.31336470E-002
    0.042000  0.15315780E+001 -0.52714835E+000  0.32195413E-002
    0.043000  0.15323763E+001 -0.52773414E+000  0.33059054E-002
    0.044000  0.15331767E+001 -0.52831683E+000  0.33927398E-002
    0.045000  0.15339792E+001 -0.52889639E+000  0.34800449E-002
    0.046000  0.15347839E+001 -0.52947280E+000  0.35678210E-002
    0.047000  0.15355906E+001 -0.53004604E+000  0.36560684E-002
    0.048000  0.15363995E+001 -0.53061610E+000  0.37447874E-002
    0.049000  0.15372105E+001 -0.53118295E+000  0.38339782E-002
    0.050000  0.15380235E+001 -0.53174658E+000  0.39236410E-002
    0.051000  0.15388386E+001 -0.53230695E+000  0.40137759E-002
    0.052000  0.15396559E+001 -0.53286407E+000  0.41043831E-002
    0.053000  0.15404751E+001 -0.53341790E+000  0.41954625E-002
    0.054000  0.15412965E+001 -0.53396842E+000  0.42870142E-002
    0.055000  0.15421199E+001 -0.53451563E+000  0.43790381E-002
    0.056000  0.15429454E+001 -0.53505949E+000  0.44715343E-002
    0.057000  0.15437729E+001 -0.53559999E+000  0.45645025E-002
    0.058000  0.15446025E+001 -0.53613711E+000  0.46579455E-002
    0.059000  0.15454341E+001 -0.53667080E+000  0.47518685E-002
    0.060000  0.15462677E+001 -0.53720106E+000  0.48462714E-002
    0.061000  0.15471034E+001 -0.53772785E+000  0.49411540E-002
    0.062000  0.15479411E+001 -0.53825118E+000  0.50365159E-002
    0.063000  0.15487808E+001 -0.53877100E+000  0.51323568E-002
    0.064000  0.15496225E+001 -0.53928732E+000  0.52286763E-002
    0.065000  0.15504662E+001 -0.53980010E+000  0.53254740E-002
    0.066000  0.15513119E+001 -0.54030934E+000  0.54227493E-002
    0.067000  0.15521595E+001 -0.54081500E+000  0.55205017E-002
    0.068000  0.15530091E+001 -0.54131709E+000  0.56187307E-002
    0.069000  0.15538607E+001 -0.54181558E+000  0.57174355E-002
    0.070000  0.15547141E+001 -0.54231044E+000  0.58166156E-002
    0.071000  0.15555696E+001 -0.54280168E+000  0.59162701E-002
    0.072000  0.15564269E+001 -0.54328926E+000  0.60163982E-002
    0.073000  0.15572862E+001 -0.54377317E+000  0.61169993E-002
    0.074000  0.15581473E+001 -0.54425339E+000  0.62180789E-002
    0.075000  0.15590103E+001 -0.54472988E+000  0.63196405E-002
    0.076000  0.15598753E+001 -0.54520263E+000  0.64216829E-002
    0.077000  0.15607421E+001 -0.54567163E+000  0.65242053E-002
    0.078000  0.15616107E+001 -0.54613685E+000  0.66272066E-002
    0.079000  0.15624812E+001 -0.54659829E+000  0.67306857E-002
    0.080000  0.15633535E+001 -0.54705593E+000  0.68346415E-002
    0.081000  0.15642276E+001 -0.54750975E+000  0.69390728E-002
    0.082000  0.15651036E+001 -0.54795974E+000  0.70439782E-002
    0.083000  0.15659813E+001 -0.54840588E+000  0.71493566E-002
    0.084000  0.15668608E+001 -0.54884817E+000  0.72552065E-002
    0.085000  0.15677421E+001 -0.54928658E+000  0.73615266E-002
    0.086000  0.15686251E+001 -0.54972111E+000  0.74683154E-002
    0.087000  0.15695098E+001 -0.55015174E+000  0.75755715E-002
    0.088000  0.15703962E+001 -0.55057848E+000  0.76832944E-002
    0.089000  0.15712844E+001 -0.55100130E+000  0.77914886E-002
    0.090000  0.15721742E+001 -0.55142020E+000  0.79001602E-002
    0.091000  0.15730657E+001 -0.55183514E+000  0.80093076E-002
    0.092000  0.15739588E+001 -0.55224612E+000  0.81189291E-002
    0.093000  0.15748535E+001 -0.55265313E+000  0.82290228E-002
    0.094000  0.15757499E+001 -0.55305615E+000  0.83395871E-002
    0.095000  0.15766479E+001 -0.55345518E+000  0.84506200E-002
    0.096000  0.15775475E+001 -0.55385020E+000  0.85621196E-002
    0.097000  0.15784486E+001 -0.55424120E+000  0.86740840E-002
    0.098000  0.15793513E+001 -0.55462818E+000  0.87865112E-002
    0.099000  0.15802555E+001 -0.55501112E+000  0.88993990E-002
    0.100000  0.15811613E+001 -0.55539002E+000  0.90127454E-002
    0.101000  0.15820685E+001 -0.55576486E+000  0.91265482E-002
    0.102000  0.15829773E+001 -0.55613563E+000  0.92408053E-002
    0.103000  0.15838875E+001 -0.55650234E+000  0.93555145E-002
    0.104000  0.15847991E+001 -0.55686494E+000  0.94706838E-002
    0.105000  0.15857122E+001 -0.55722344E+000  0.95863166E-002
    0.106000  0.15866267E+001 -0.55757781E+000  0.97024106E-002
    0.107000  0.15875426E+001 -0.55792806E+000  0.98189634E-002
    0.108000  0.15884599E+001 -0.55827417E+000  0.99359726E-002
    0.109000  0.15893785E+001 -0.55861614E+000  0.10053436E-001
    0.110000  0.15902985E+001 -0.55895397E+000  0.10171350E-001
    0.111000  0.15912198E+001 -0.55928764E+000  0.10289713E-001
    0.112000  0.15921425E+001 -0.55961715E+000  0.10408522E-001
    0.113000  0.15930664E+001 -0.55994250E+000  0.10527775E-001
    0.114000  0.15939916E+001 -0.56026369E+000  0.10647468E-001
    0.115000  0.15949180E+001 -0.56058070E+000  0.10767599E-001
    0.116000  0.15958457E+001 -0.56089353E+000  0.10888165E-001
    0.117000  0.15967745E+001 -0.56120219E+000  0.11009164E-001
    0.118000  0.15977046E+001 -0.56150666E+000  0.11130597E-001
    0.119000  0.15986359E+001 -0.56180692E+000  0.11252475E-001
    0.120000  0.15995683E+001 -0.56210297E+000  0.11374796E-001
    0.121000  0.16005018E+001 -0.56239480E+000  0.11497556E-001
    0.122000  0.16014364E+001 -0.56268242E+000  0.11620754E-001
    0.123000  0.16023722E+001 -0.56296582E+000  0.11744384E-001
    0.124000  0.16033090E+001 -0.56324500E+000  0.11868446E-001
    0.125000  0.16042469E+001 -0.56351997E+000  0.11992934E-001
    0.126000  0.16051858E+001 -0.56379071E+000  0.12117848E-001
    0.127000  0.16061257E+001 -0.56405724E+000  0.12243182E-001
    0.128000  0.16070666E+001 -0.56431955E+000  0.12368934E-001
    0.129000  0.16080085E+001 -0.56457764E+000  0.12495101E-001
    0.130000  0.16089514E+001 -0.56483152E+000  0.12621679E-001
    0.131000  0.16098952E+001 -0.56508118E+000  0.12748666E-001
    0.132000  0.16108399E+001 -0.56532662E+000  0.12876061E-001
    0.133000  0.16117855E+001 -0.56556783E+000  0.13003877E-001
    0.134000  0.16127320E+001 -0.56580482E+000  0.13132113E-001
    0.135000  0.16136793E+001 -0.56603757E+000  0.13260765E-001
    0.136000  0.16146275E+001 -0.56626610E+000  0.13389831E-001
    0.137000  0.16155765E+001 -0.56649041E+000  0.13519307E-001
    0.138000  0.16165263E+001 -0.56671050E+000  0.13649189E-001
    0.139000  0.16174768E+001 -0.56692638E+000  0.13779473E-001
