    0.000000  0.10000142E+001  0.00000000E+000 -0.00000000E+000
    0.000000  0.10000142E+001  0.60000000E-006 -0.28438826E-015
    0.000000  0.10000142E+001  0.12000000E-005 -0.56877651E-015
    0.000000  0.10000142E+001  0.18000000E-005 -0.85316477E-015
    0.000000  0.10000142E+001  0.24000000E-005 -0.11375530E-014
    0.000000  0.10000142E+001  0.30000000E-005 -0.14219413E-014
    0.000000  0.10000142E+001  0.36000000E-005 -0.17063295E-014
    0.000000  0.10000142E+001  0.42000000E-005 -0.19907178E-014
    0.000000  0.10000142E+001  0.48000000E-005 -0.22751060E-014
    0.000000  0.10000142E+001  0.54000000E-005 -0.25594943E-014
    0.000000  0.10000142E+001  0.60000000E-005 -0.28438825E-014
    0.000000  0.10000142E+001  0.66000000E-005 -0.31282708E-014
    0.000000  0.10000142E+001  0.72000000E-005 -0.34126590E-014
    0.000000  0.10000142E+001  0.78000000E-005 -0.36970473E-014
    0.000000  0.10000142E+001  0.84000000E-005 -0.39814355E-014
    0.000000  0.10000142E+001  0.90000000E-005 -0.42658238E-014
    0.000000  0.10000142E+001  0.96000000E-005 -0.45502120E-014
    0.000000  0.10000142E+001  0.10200000E-004 -0.48346003E-014
    0.000000  0.10000142E+001  0.10800000E-004 -0.51189886E-014
    0.000000  0.10000142E+001  0.11400000E-004 -0.54033768E-014
    0.000000  0.10000142E+001  0.12000000E-004 -0.56877651E-014
    0.000000  0.10000142E+001  0.12600000E-004 -0.59721533E-014
    0.000000  0.10000142E+001  0.13200000E-004 -0.62565416E-014
    0.000000  0.10000142E+001  0.13800000E-004 -0.65409298E-014
    0.000000  0.10000142E+001  0.14400000E-004 -0.68253181E-014
    0.000000  0.10000142E+001  0.15000000E-004 -0.71097063E-014
    0.000000  0.10000142E+001  0.15600000E-004 -0.73940946E-014
    0.000000  0.10000142E+001  0.16200000E-004 -0.76784828E-014
    0.000000  0.10000142E+001  0.16800000E-004 -0.79628711E-014
    0.000000  0.10000142E+001  0.17400000E-004 -0.82472593E-014
    0.000000  0.10000142E+001  0.18000000E-004 -0.85316476E-014
    0.000000  0.10000142E+001  0.18600000E-004 -0.88160359E-014
    0.000000  0.10000142E+001  0.19200000E-004 -0.91004241E-014
    0.000000  0.10000142E+001  0.19800000E-004 -0.93848124E-014
    0.000000  0.10000142E+001  0.20400000E-004 -0.96692006E-014
    0.000000  0.10000142E+001  0.21000000E-004 -0.99535889E-014
    0.000000  0.10000142E+001  0.21600000E-004 -0.10237977E-013
