   120  0.10000752E+001 0.10000833E-001-0.14266692E-011
   121  0.10000751E+001 0.10000833E-001-0.14266696E-011
   122  0.10000749E+001 0.10000833E-001-0.14266700E-011
   123  0.10000748E+001 0.10000833E-001-0.14266704E-011
   124  0.10000747E+001 0.10000833E-001-0.14266708E-011
   125  0.10000745E+001 0.10000833E-001-0.14266712E-011
   126  0.10000744E+001 0.10000833E-001-0.14266716E-011
   127  0.10000742E+001 0.10000833E-001-0.14266720E-011
   128  0.10000741E+001 0.10000833E-001-0.14266724E-011
   129  0.10000739E+001 0.10000833E-001-0.14266729E-011
   130  0.10000738E+001 0.10000833E-001-0.14266733E-011
   131  0.10000737E+001 0.10000833E-001-0.14266737E-011
   132  0.10000735E+001 0.10000833E-001-0.14266741E-011
   133  0.10000734E+001 0.10000833E-001-0.14266745E-011
   134  0.10000732E+001 0.10000833E-001-0.14266749E-011
   135  0.10000731E+001 0.10000833E-001-0.14266753E-011
   136  0.10000729E+001 0.10000833E-001-0.14266757E-011
   137  0.10000728E+001 0.10000833E-001-0.14266761E-011
   138  0.10000727E+001 0.10000833E-001-0.14266765E-011
   139  0.10000725E+001 0.10000833E-001-0.14266769E-011
   140  0.10000724E+001 0.10000833E-001-0.14266773E-011
   141  0.10000722E+001 0.10000833E-001-0.14266777E-011
   142  0.10000721E+001 0.10000833E-001-0.14266781E-011
   143  0.10000720E+001 0.10000833E-001-0.14266785E-011
   144  0.10000718E+001 0.10000833E-001-0.14266789E-011
   145  0.10000717E+001 0.10000833E-001-0.14266793E-011
   146  0.10000715E+001 0.10000833E-001-0.14266797E-011
   147  0.10000714E+001 0.10000833E-001-0.14266801E-011
   148  0.10000712E+001 0.10000833E-001-0.14266805E-011
   149  0.10000711E+001 0.10000833E-001-0.14266809E-011
   150  0.10000710E+001 0.10000833E-001-0.14266813E-011
   151  0.10000708E+001 0.10000833E-001-0.14266817E-011
   152  0.10000707E+001 0.10000833E-001-0.14266821E-011
   153  0.10000705E+001 0.10000833E-001-0.14266826E-011
   154  0.10000704E+001 0.10000833E-001-0.14266830E-011
   155  0.10000702E+001 0.10000833E-001-0.14266834E-011
   156  0.10000701E+001 0.10000833E-001-0.14266838E-011
   157  0.10000700E+001 0.10000833E-001-0.14266842E-011
   158  0.10000698E+001 0.10000833E-001-0.14266846E-011
   159  0.10000697E+001 0.10000833E-001-0.14266850E-011
   160  0.10000695E+001 0.10000833E-001-0.14266854E-011
   161  0.10000694E+001 0.10000833E-001-0.14266858E-011
   162  0.10000693E+001 0.10000833E-001-0.14266862E-011
   163  0.10000691E+001 0.10000833E-001-0.14266866E-011
   164  0.10000690E+001 0.10000833E-001-0.14266870E-011
   165  0.10000688E+001 0.10000833E-001-0.14266874E-011
   166  0.10000687E+001 0.10000833E-001-0.14266878E-011
   167  0.10000685E+001 0.10000833E-001-0.14266882E-011
   168  0.10000684E+001 0.10000833E-001-0.14266886E-011
   169  0.10000683E+001 0.10000833E-001-0.14266890E-011
   170  0.10000681E+001 0.10000833E-001-0.14266894E-011
   171  0.10000680E+001 0.10000833E-001-0.14266898E-011
   172  0.10000678E+001 0.10000833E-001-0.14266902E-011
   173  0.10000677E+001 0.10000833E-001-0.14266906E-011
   174  0.10000675E+001 0.10000833E-001-0.14266910E-011
   175  0.10000674E+001 0.10000833E-001-0.14266914E-011
   176  0.10000673E+001 0.10000833E-001-0.14266918E-011
   177  0.10000671E+001 0.10000833E-001-0.14266923E-011
   178  0.10000670E+001 0.10000833E-001-0.14266927E-011
   179  0.10000668E+001 0.10000833E-001-0.14266931E-011
   180  0.10000667E+001 0.10000833E-001-0.14266935E-011
   181  0.10000666E+001 0.10000833E-001-0.14266939E-011
   182  0.10000664E+001 0.10000833E-001-0.14266943E-011
   183  0.10000663E+001 0.10000833E-001-0.14266947E-011
   184  0.10000661E+001 0.10000833E-001-0.14266951E-011
   185  0.10000660E+001 0.10000833E-001-0.14266955E-011
   186  0.10000658E+001 0.10000833E-001-0.14266959E-011
   187  0.10000657E+001 0.10000833E-001-0.14266963E-011
   188  0.10000656E+001 0.10000833E-001-0.14266967E-011
   189  0.10000654E+001 0.10000833E-001-0.14266971E-011
   190  0.10000653E+001 0.10000833E-001-0.14266975E-011
   191  0.10000651E+001 0.10000833E-001-0.14266979E-011
   192  0.10000650E+001 0.10000833E-001-0.14266983E-011
   193  0.10000648E+001 0.10000833E-001-0.14266987E-011
   194  0.10000647E+001 0.10000833E-001-0.14266991E-011
   195  0.10000646E+001 0.10000833E-001-0.14266995E-011
   196  0.10000644E+001 0.10000833E-001-0.14266999E-011
   197  0.10000643E+001 0.10000833E-001-0.14267003E-011
   198  0.10000641E+001 0.10000833E-001-0.14267007E-011
   199  0.10000640E+001 0.10000833E-001-0.14267011E-011
   200  0.10000639E+001 0.10000833E-001-0.14267015E-011
   201  0.10000637E+001 0.10000833E-001-0.14267019E-011
   202  0.10000636E+001 0.10000833E-001-0.14267024E-011
   203  0.10000634E+001 0.10000833E-001-0.14267028E-011
   204  0.10000633E+001 0.10000833E-001-0.14267032E-011
   205  0.10000631E+001 0.10000833E-001-0.14267036E-011
   206  0.10000630E+001 0.10000833E-001-0.14267040E-011
   207  0.10000629E+001 0.10000833E-001-0.14267044E-011
   208  0.10000627E+001 0.10000833E-001-0.14267048E-011
   209  0.10000626E+001 0.10000833E-001-0.14267052E-011
   210  0.10000624E+001 0.10000833E-001-0.14267056E-011
   211  0.10000623E+001 0.10000833E-001-0.14267060E-011
   212  0.10000621E+001 0.10000833E-001-0.14267064E-011
   213  0.10000620E+001 0.10000833E-001-0.14267068E-011
   214  0.10000619E+001 0.10000833E-001-0.14267072E-011
   215  0.10000617E+001 0.10000833E-001-0.14267076E-011
   216  0.10000616E+001 0.10000833E-001-0.14267080E-011
   217  0.10000614E+001 0.10000833E-001-0.14267084E-011
   218  0.10000613E+001 0.10000833E-001-0.14267088E-011
   219  0.10000612E+001 0.10000833E-001-0.14267092E-011
   220  0.10000610E+001 0.10000833E-001-0.14267096E-011
   221  0.10000609E+001 0.10000833E-001-0.14267100E-011
   222  0.10000607E+001 0.10000833E-001-0.14267104E-011
   223  0.10000606E+001 0.10000833E-001-0.14267108E-011
   224  0.10000604E+001 0.10000833E-001-0.14267112E-011
   225  0.10000603E+001 0.10000833E-001-0.14267116E-011
   226  0.10000602E+001 0.10000833E-001-0.14267121E-011
   227  0.10000600E+001 0.10000833E-001-0.14267125E-011
   228  0.10000599E+001 0.10000833E-001-0.14267129E-011
   229  0.10000597E+001 0.10000833E-001-0.14267133E-011
   230  0.10000596E+001 0.10000833E-001-0.14267137E-011
   231  0.10000594E+001 0.10000833E-001-0.14267141E-011
   232  0.10000593E+001 0.10000833E-001-0.14267145E-011
   233  0.10000592E+001 0.10000833E-001-0.14267149E-011
   234  0.10000590E+001 0.10000833E-001-0.14267153E-011
   235  0.10000589E+001 0.10000833E-001-0.14267157E-011
   236  0.10000587E+001 0.10000833E-001-0.14267161E-011
   237  0.10000586E+001 0.10000833E-001-0.14267165E-011
   238  0.10000584E+001 0.10000833E-001-0.14267169E-011
   239  0.10000583E+001 0.10000833E-001-0.14267173E-011
   240  0.10000582E+001 0.10000833E-001-0.14267177E-011
   241  0.10000580E+001 0.10000833E-001-0.14267181E-011
   242  0.10000579E+001 0.10000833E-001-0.14267185E-011
   243  0.10000577E+001 0.10000833E-001-0.14267189E-011
   244  0.10000576E+001 0.10000833E-001-0.14267193E-011
   245  0.10000575E+001 0.10000833E-001-0.14267197E-011
   246  0.10000573E+001 0.10000833E-001-0.14267201E-011
   247  0.10000572E+001 0.10000833E-001-0.14267205E-011
   248  0.10000570E+001 0.10000833E-001-0.14267209E-011
   249  0.10000569E+001 0.10000833E-001-0.14267213E-011
   250  0.10000567E+001 0.10000833E-001-0.14267218E-011
   251  0.10000566E+001 0.10000833E-001-0.14267222E-011
   252  0.10000565E+001 0.10000833E-001-0.14267226E-011
   253  0.10000563E+001 0.10000833E-001-0.14267230E-011
   254  0.10000562E+001 0.10000833E-001-0.14267234E-011
   255  0.10000560E+001 0.10000833E-001-0.14267238E-011
   256  0.10000559E+001 0.10000833E-001-0.14267242E-011
   257  0.10000557E+001 0.10000833E-001-0.14267246E-011
   258  0.10000556E+001 0.10000833E-001-0.14267250E-011
   259  0.10000555E+001 0.10000833E-001-0.14267254E-011
   260  0.10000553E+001 0.10000833E-001-0.14267258E-011
   261  0.10000552E+001 0.10000833E-001-0.14267262E-011
   262  0.10000550E+001 0.10000833E-001-0.14267266E-011
   263  0.10000549E+001 0.10000833E-001-0.14267270E-011
   264  0.10000548E+001 0.10000833E-001-0.14267274E-011
   265  0.10000546E+001 0.10000833E-001-0.14267278E-011
   266  0.10000545E+001 0.10000833E-001-0.14267282E-011
   267  0.10000543E+001 0.10000833E-001-0.14267286E-011
   268  0.10000542E+001 0.10000833E-001-0.14267290E-011
   269  0.10000540E+001 0.10000833E-001-0.14267294E-011
   270  0.10000539E+001 0.10000833E-001-0.14267298E-011
   271  0.10000538E+001 0.10000833E-001-0.14267302E-011
   272  0.10000536E+001 0.10000833E-001-0.14267306E-011
   273  0.10000535E+001 0.10000833E-001-0.14267310E-011
   274  0.10000533E+001 0.10000833E-001-0.14267314E-011
   275  0.10000532E+001 0.10000833E-001-0.14267319E-011
   276  0.10000530E+001 0.10000833E-001-0.14267323E-011
   277  0.10000529E+001 0.10000833E-001-0.14267327E-011
   278  0.10000528E+001 0.10000833E-001-0.14267331E-011
   279  0.10000526E+001 0.10000833E-001-0.14267335E-011
   280  0.10000525E+001 0.10000833E-001-0.14267339E-011
   281  0.10000523E+001 0.10000833E-001-0.14267343E-011
   282  0.10000522E+001 0.10000833E-001-0.14267347E-011
   283  0.10000521E+001 0.10000833E-001-0.14267351E-011
   284  0.10000519E+001 0.10000833E-001-0.14267355E-011
   285  0.10000518E+001 0.10000833E-001-0.14267359E-011
   286  0.10000516E+001 0.10000833E-001-0.14267363E-011
   287  0.10000515E+001 0.10000833E-001-0.14267367E-011
   288  0.10000513E+001 0.10000833E-001-0.14267371E-011
   289  0.10000512E+001 0.10000833E-001-0.14267375E-011
   290  0.10000511E+001 0.10000833E-001-0.14267379E-011
   291  0.10000509E+001 0.10000833E-001-0.14267383E-011
   292  0.10000508E+001 0.10000833E-001-0.14267387E-011
   293  0.10000506E+001 0.10000833E-001-0.14267391E-011
   294  0.10000505E+001 0.10000833E-001-0.14267395E-011
   295  0.10000503E+001 0.10000833E-001-0.14267399E-011
   296  0.10000502E+001 0.10000833E-001-0.14267403E-011
   297  0.10000501E+001 0.10000833E-001-0.14267407E-011
   298  0.10000499E+001 0.10000833E-001-0.14267411E-011
   299  0.10000498E+001 0.10000833E-001-0.14267416E-011
   300  0.10000496E+001 0.10000833E-001-0.14267420E-011
   301  0.10000495E+001 0.10000833E-001-0.14267424E-011
   302  0.10000494E+001 0.10000833E-001-0.14267428E-011
   303  0.10000492E+001 0.10000833E-001-0.14267432E-011
   304  0.10000491E+001 0.10000833E-001-0.14267436E-011
   305  0.10000489E+001 0.10000833E-001-0.14267440E-011
   306  0.10000488E+001 0.10000833E-001-0.14267444E-011
   307  0.10000486E+001 0.10000833E-001-0.14267448E-011
   308  0.10000485E+001 0.10000833E-001-0.14267452E-011
   309  0.10000484E+001 0.10000833E-001-0.14267456E-011
   310  0.10000482E+001 0.10000833E-001-0.14267460E-011
   311  0.10000481E+001 0.10000833E-001-0.14267464E-011
   312  0.10000479E+001 0.10000833E-001-0.14267468E-011
   313  0.10000478E+001 0.10000833E-001-0.14267472E-011
   314  0.10000476E+001 0.10000833E-001-0.14267476E-011
   315  0.10000475E+001 0.10000833E-001-0.14267480E-011
   316  0.10000474E+001 0.10000833E-001-0.14267484E-011
   317  0.10000472E+001 0.10000833E-001-0.14267488E-011
   318  0.10000471E+001 0.10000833E-001-0.14267492E-011
   319  0.10000469E+001 0.10000833E-001-0.14267496E-011
   320  0.10000468E+001 0.10000833E-001-0.14267500E-011
   321  0.10000467E+001 0.10000833E-001-0.14267504E-011
   322  0.10000465E+001 0.10000833E-001-0.14267508E-011
   323  0.10000464E+001 0.10000833E-001-0.14267513E-011
   324  0.10000462E+001 0.10000833E-001-0.14267517E-011
   325  0.10000461E+001 0.10000833E-001-0.14267521E-011
   326  0.10000459E+001 0.10000833E-001-0.14267525E-011
   327  0.10000458E+001 0.10000833E-001-0.14267529E-011
   328  0.10000457E+001 0.10000833E-001-0.14267533E-011
   329  0.10000455E+001 0.10000833E-001-0.14267537E-011
   330  0.10000454E+001 0.10000833E-001-0.14267541E-011
   331  0.10000452E+001 0.10000833E-001-0.14267545E-011
   332  0.10000451E+001 0.10000833E-001-0.14267549E-011
   333  0.10000449E+001 0.10000833E-001-0.14267553E-011
   334  0.10000448E+001 0.10000833E-001-0.14267557E-011
   335  0.10000447E+001 0.10000833E-001-0.14267561E-011
   336  0.10000445E+001 0.10000833E-001-0.14267565E-011
   337  0.10000444E+001 0.10000833E-001-0.14267569E-011
   338  0.10000442E+001 0.10000833E-001-0.14267573E-011
   339  0.10000441E+001 0.10000833E-001-0.14267577E-011
   340  0.10000440E+001 0.10000833E-001-0.14267581E-011
   341  0.10000438E+001 0.10000833E-001-0.14267585E-011
   342  0.10000437E+001 0.10000833E-001-0.14267589E-011
   343  0.10000435E+001 0.10000833E-001-0.14267593E-011
   344  0.10000434E+001 0.10000833E-001-0.14267597E-011
   345  0.10000432E+001 0.10000833E-001-0.14267601E-011
   346  0.10000431E+001 0.10000833E-001-0.14267605E-011
   347  0.10000430E+001 0.10000833E-001-0.14267610E-011
   348  0.10000428E+001 0.10000833E-001-0.14267614E-011
   349  0.10000427E+001 0.10000833E-001-0.14267618E-011
   350  0.10000425E+001 0.10000833E-001-0.14267622E-011
   351  0.10000424E+001 0.10000833E-001-0.14267626E-011
   352  0.10000422E+001 0.10000833E-001-0.14267630E-011
   353  0.10000421E+001 0.10000833E-001-0.14267634E-011
   354  0.10000420E+001 0.10000833E-001-0.14267638E-011
   355  0.10000418E+001 0.10000833E-001-0.14267642E-011
   356  0.10000417E+001 0.10000833E-001-0.14267646E-011
   357  0.10000415E+001 0.10000833E-001-0.14267650E-011
   358  0.10000414E+001 0.10000833E-001-0.14267654E-011
   359  0.10000412E+001 0.10000833E-001-0.14267658E-011
   360  0.10000411E+001 0.10000833E-001-0.14267662E-011
   361  0.10000410E+001 0.10000833E-001-0.14267666E-011
   362  0.10000408E+001 0.10000833E-001-0.14267670E-011
   363  0.10000407E+001 0.10000833E-001-0.14267674E-011
   364  0.10000405E+001 0.10000833E-001-0.14267678E-011
   365  0.10000404E+001 0.10000833E-001-0.14267682E-011
   366  0.10000403E+001 0.10000833E-001-0.14267686E-011
   367  0.10000401E+001 0.10000833E-001-0.14267690E-011
   368  0.10000400E+001 0.10000833E-001-0.14267694E-011
   369  0.10000398E+001 0.10000833E-001-0.14267698E-011
   370  0.10000397E+001 0.10000833E-001-0.14267702E-011
   371  0.10000395E+001 0.10000833E-001-0.14267706E-011
   372  0.10000394E+001 0.10000833E-001-0.14267711E-011
   373  0.10000393E+001 0.10000833E-001-0.14267715E-011
   374  0.10000391E+001 0.10000833E-001-0.14267719E-011
   375  0.10000390E+001 0.10000833E-001-0.14267723E-011
   376  0.10000388E+001 0.10000833E-001-0.14267727E-011
   377  0.10000387E+001 0.10000833E-001-0.14267731E-011
   378  0.10000385E+001 0.10000833E-001-0.14267735E-011
   379  0.10000384E+001 0.10000833E-001-0.14267739E-011
   380  0.10000383E+001 0.10000833E-001-0.14267743E-011
   381  0.10000381E+001 0.10000833E-001-0.14267747E-011
   382  0.10000380E+001 0.10000833E-001-0.14267751E-011
   383  0.10000378E+001 0.10000833E-001-0.14267755E-011
   384  0.10000377E+001 0.10000833E-001-0.14267759E-011
   385  0.10000376E+001 0.10000833E-001-0.14267763E-011
   386  0.10000374E+001 0.10000833E-001-0.14267767E-011
   387  0.10000373E+001 0.10000833E-001-0.14267771E-011
   388  0.10000371E+001 0.10000833E-001-0.14267775E-011
   389  0.10000370E+001 0.10000833E-001-0.14267779E-011
   390  0.10000368E+001 0.10000833E-001-0.14267783E-011
   391  0.10000367E+001 0.10000833E-001-0.14267787E-011
   392  0.10000366E+001 0.10000833E-001-0.14267791E-011
   393  0.10000364E+001 0.10000833E-001-0.14267795E-011
   394  0.10000363E+001 0.10000833E-001-0.14267799E-011
   395  0.10000361E+001 0.10000833E-001-0.14267803E-011
   396  0.10000360E+001 0.10000833E-001-0.14267808E-011
   397  0.10000358E+001 0.10000833E-001-0.14267812E-011
   398  0.10000357E+001 0.10000833E-001-0.14267816E-011
   399  0.10000356E+001 0.10000833E-001-0.14267820E-011
   400  0.10000354E+001 0.10000833E-001-0.14267824E-011
   401  0.10000353E+001 0.10000833E-001-0.14267828E-011
   402  0.10000351E+001 0.10000833E-001-0.14267832E-011
   403  0.10000350E+001 0.10000833E-001-0.14267836E-011
   404  0.10000349E+001 0.10000833E-001-0.14267840E-011
   405  0.10000347E+001 0.10000833E-001-0.14267844E-011
   406  0.10000346E+001 0.10000833E-001-0.14267848E-011
   407  0.10000344E+001 0.10000833E-001-0.14267852E-011
   408  0.10000343E+001 0.10000833E-001-0.14267856E-011
   409  0.10000341E+001 0.10000833E-001-0.14267860E-011
   410  0.10000340E+001 0.10000833E-001-0.14267864E-011
   411  0.10000339E+001 0.10000833E-001-0.14267868E-011
   412  0.10000337E+001 0.10000833E-001-0.14267872E-011
   413  0.10000336E+001 0.10000833E-001-0.14267876E-011
   414  0.10000334E+001 0.10000833E-001-0.14267880E-011
   415  0.10000333E+001 0.10000833E-001-0.14267884E-011
   416  0.10000331E+001 0.10000833E-001-0.14267888E-011
   417  0.10000330E+001 0.10000833E-001-0.14267892E-011
   418  0.10000329E+001 0.10000833E-001-0.14267896E-011
   419  0.10000327E+001 0.10000833E-001-0.14267900E-011
   420  0.10000326E+001 0.10000833E-001-0.14267905E-011
   421  0.10000324E+001 0.10000833E-001-0.14267909E-011
   422  0.10000323E+001 0.10000833E-001-0.14267913E-011
   423  0.10000322E+001 0.10000833E-001-0.14267917E-011
   424  0.10000320E+001 0.10000833E-001-0.14267921E-011
   425  0.10000319E+001 0.10000833E-001-0.14267925E-011
   426  0.10000317E+001 0.10000833E-001-0.14267929E-011
   427  0.10000316E+001 0.10000833E-001-0.14267933E-011
   428  0.10000314E+001 0.10000833E-001-0.14267937E-011
   429  0.10000313E+001 0.10000833E-001-0.14267941E-011
   430  0.10000312E+001 0.10000833E-001-0.14267945E-011
   431  0.10000310E+001 0.10000833E-001-0.14267949E-011
   432  0.10000309E+001 0.10000833E-001-0.14267953E-011
   433  0.10000307E+001 0.10000833E-001-0.14267957E-011
   434  0.10000306E+001 0.10000833E-001-0.14267961E-011
   435  0.10000304E+001 0.10000833E-001-0.14267965E-011
   436  0.10000303E+001 0.10000833E-001-0.14267969E-011
   437  0.10000302E+001 0.10000833E-001-0.14267973E-011
   438  0.10000300E+001 0.10000833E-001-0.14267977E-011
   439  0.10000299E+001 0.10000833E-001-0.14267981E-011
   440  0.10000297E+001 0.10000833E-001-0.14267985E-011
   441  0.10000296E+001 0.10000833E-001-0.14267989E-011
   442  0.10000295E+001 0.10000833E-001-0.14267993E-011
   443  0.10000293E+001 0.10000833E-001-0.14267997E-011
   444  0.10000292E+001 0.10000833E-001-0.14268002E-011
   445  0.10000290E+001 0.10000833E-001-0.14268006E-011
   446  0.10000289E+001 0.10000833E-001-0.14268010E-011
   447  0.10000287E+001 0.10000833E-001-0.14268014E-011
   448  0.10000286E+001 0.10000833E-001-0.14268018E-011
   449  0.10000285E+001 0.10000833E-001-0.14268022E-011
   450  0.10000283E+001 0.10000833E-001-0.14268026E-011
   451  0.10000282E+001 0.10000833E-001-0.14268030E-011
   452  0.10000280E+001 0.10000833E-001-0.14268034E-011
   453  0.10000279E+001 0.10000833E-001-0.14268038E-011
   454  0.10000277E+001 0.10000833E-001-0.14268042E-011
   455  0.10000276E+001 0.10000833E-001-0.14268046E-011
   456  0.10000275E+001 0.10000833E-001-0.14268050E-011
   457  0.10000273E+001 0.10000833E-001-0.14268054E-011
   458  0.10000272E+001 0.10000833E-001-0.14268058E-011
   459  0.10000270E+001 0.10000833E-001-0.14268062E-011
   460  0.10000269E+001 0.10000833E-001-0.14268066E-011
   461  0.10000268E+001 0.10000833E-001-0.14268070E-011
   462  0.10000266E+001 0.10000833E-001-0.14268074E-011
   463  0.10000265E+001 0.10000833E-001-0.14268078E-011
   464  0.10000263E+001 0.10000833E-001-0.14268082E-011
   465  0.10000262E+001 0.10000833E-001-0.14268086E-011
   466  0.10000260E+001 0.10000833E-001-0.14268090E-011
